場所名稱,住址
大潤發流通事業股份有限公司臺東分公司,臺東縣臺東市豐年里中興路三段592號
家樂福股份有限公司臺東分公司,臺東縣臺東市文化里正氣路300-1號
臺東秀泰廣場,臺東縣臺東市鐵花里新生路93號
臺東縣長濱鄉衛生所,臺東縣長濱鄉長濱村007鄰中興46號
臺東縣鹿野鄉衛生所,臺東縣鹿野鄉鹿野村中華路一段418號
臺東縣鹿野鄉公所,臺東縣鹿野鄉鹿野村中華路二段137號
法務部矯正署臺東戒治所,臺東縣鹿野鄉瑞豐村001鄰永嶺路270號
臺東縣卑南鄉衛生所,臺東縣卑南鄉太平村和平路132號
臺東縣卑南鄉公所,臺東縣卑南鄉太平村和平路111號
臺東初鹿牧場,臺東縣卑南鄉明峰村028鄰牧場1號
臺東縣卑南鄉知本森林遊樂區,臺東縣卑南鄉溫泉村龍泉路290號
臺東縣金峰鄉衛生所,臺東縣金峰鄉賓茂村14號
臺東縣金峰鄉公所,臺東縣金峰鄉嘉蘭村004鄰166號1樓
臺東縣達仁鄉衛生所,臺東縣達仁鄉安朔村013鄰122號
臺東縣達仁鄉公所,臺東縣達仁鄉安朔村009鄰14號
臺東縣達仁鄉圖書館,臺東縣達仁鄉安朔村010鄰復興路46號2樓
臺東縣東河鄉公所,臺東縣東河鄉東河村011鄰南東河路311號
法務部矯正署泰源技能訓練所,臺東縣東河鄉北原村32號
臺東縣東河衛生所,臺東縣東河鄉東河村010鄰300號
東河休閒農場,臺東縣東河鄉北源村45鄰67號
臺東縣延平鄉公所,臺東縣延平鄉桃源村001鄰1號
臺東縣延平衛生所,臺東縣延平鄉桃源村001鄰昇平路11號
交通部台灣鐵路管理局太麻里站,臺東縣太麻里鄉大王村站前路2號
臺東縣太麻里鄉衛生所,臺東縣太麻里鄉泰和村002鄰民權路66號
臺東縣成功鎮公所,臺東縣成功鎮中山路176號
臺東縣政府社會處,臺東縣成功鎮中華路6號
臺東縣成功鎮地政事務所,臺東縣成功鎮公民路93號
成功鎮交通部觀光局東部海岸國家風景區管理處--遊客服務中心,臺東縣成功鎮信義里009鄰新村路25號
成功鎮交通部觀光局東部海岸國家風景區管理處--行政部,臺東縣成功鎮信義里009鄰新村路25號
交通部民用航空局綠島航空站,臺東縣綠島鄉南寮村231號
綠島人權文化園區,臺東縣綠島鄉公館村將軍岩20號
臺東縣綠島衛生所,臺東縣綠島鄉中寮村1號
台糖公司休閒遊憩事業部池上牧野度假村,臺東縣池上鄉新興村110號
臺東縣池上衛生所,臺東縣池上鄉福原村中山路104號
臺東縣關山鎮公所-圖書館,臺東縣關山鎮21號
臺東縣關山鎮地政事務所,臺東縣關山鎮自由路2巷14號
臺東縣關山鎮衛生所,臺東縣關山鎮中福里010鄰中華路78號
臺東縣警察局關山分局關山派出所,臺東縣關山鎮中福里013鄰中正路27號
臺東縣海端鄉公所,臺東縣海端鄉海端村004鄰山界43號
臺東縣大武鄉衛生所,臺東縣大武鄉大武村023鄰濱海路100號
交通部民用航空局蘭嶼航航空站,臺東縣蘭嶼鄉紅頭村漁人151號
臺東縣蘭嶼衛生所,臺東縣蘭嶼鄉紅頭村36號
秀林鄉衛生所,花蓮縣秀林鄉秀林村12秀林路88
新城鄉衛生所,花蓮縣新城鄉北埔村北埔路160
國軍花蓮總醫院,花蓮縣新城鄉嘉里村嘉里路163
花蓮市衛生所,花蓮縣花蓮市新興路200
衛生福利部花蓮醫院,花蓮縣花蓮市中正路600
健保署東區業務組,花蓮縣花蓮市軒轅路36
臺灣高等法院花蓮分院,花蓮縣花蓮市民權路127
臺灣花蓮地方法院,花蓮縣花蓮市府前路15
花蓮地方法院花蓮簡易庭,花蓮縣花蓮市球崙一路286
花蓮縣立體育場,花蓮縣花蓮市達固湖灣大路23
花蓮縣文化局,花蓮縣花蓮市文復路6
花蓮縣文化局-演藝廳,花蓮縣花蓮市文復路6
花蓮縣政府,花蓮縣花蓮市府前路17
花蓮縣地方稅務局,花蓮縣花蓮市府前路19
花蓮縣環保局,花蓮縣花蓮市民權路123
花蓮地政事務所,花蓮縣花蓮市府後路23
花蓮市戶政事務所,花蓮縣花蓮市復興街67
花蓮市公所,花蓮縣花蓮市林森路252
花蓮縣動植物防疫所,花蓮縣花蓮市瑞美路5
國軍退除役官兵輔導委員會花蓮榮譽國民之家,花蓮縣花蓮市府前路29
國軍退除役官兵輔導委員會花蓮榮民服務處,花蓮縣花蓮市菁華街6-1
財政部關務署基隆關花蓮分關,花蓮縣花蓮市港口路7
吉安鄉衛生所,花蓮縣吉安鄉吉安村吉安路2132
行政院農業委員會花蓮區農業改良場,花蓮縣吉安鄉吉安村吉安路2150
吉安鄉戶政事務所,花蓮縣吉安鄉吉安路2124巷6
臺灣花蓮農田水利會,花蓮縣吉安鄉北昌村北昌五街14巷1
法務部矯正署花蓮監獄,花蓮縣吉安鄉干城村吉安路6700
壽豐鄉公所,花蓮縣壽豐鄉壽豐村壽山路26
壽豐鄉衛生所,花蓮縣壽豐鄉壽豐村公園路28巷10
鳳林鎮衛生所,花蓮縣鳳林鎮光華路95
台北榮民總醫院鳳林分院,花蓮縣鳳林鎮中正路12
鳳林地政事務所,花蓮縣鳳林鎮信義路200
鳳林鎮公所,花蓮縣鳳林鎮光華路124
光復鄉衛生所,花蓮縣光復鄉大馬村中學街158
光復鄉公所,花蓮縣光復鄉中華路257
光復鄉立圖書館,花蓮縣光復鄉大安村忠孝路23巷11
豐濱鄉衛生所,花蓮縣豐濱鄉光豐路39
豐濱鄉公所,花蓮縣豐濱鄉光豐路32
衛生福利部花蓮醫院豐濱分院,花蓮縣豐濱鄉光豐路41
瑞穗鄉公所,花蓮縣瑞穗鄉成功南路19
瑞穗鄉衛生所,花蓮縣瑞穗鄉民生街75
萬榮鄉衛生所,花蓮縣萬榮鄉萬榮村112
萬榮鄉公所,花蓮縣萬榮鄉萬榮村119
玉里鎮衛生所,花蓮縣玉里鎮中正路152
花蓮地方法院玉里簡易庭,花蓮縣玉里鎮莊敬路69
衛生福利部玉里醫院,花蓮縣玉里鎮中華路448
行政院國軍退除役官兵輔導委員會玉里榮民醫院,花蓮縣玉里鎮新興街91
富里鄉衛生所,花蓮縣富里鄉中山路203
富里鄉公所,花蓮縣富里鄉中山路376
卓溪鄉衛生所,花蓮縣卓溪鄉卓溪村中正路65
卓溪鄉公所,花蓮縣卓溪鄉中正路70
太魯閣國家公園遊客中心,花蓮縣秀林鄉富世村291
太魯閣國家公園遊客中心-布洛灣遊客中心,花蓮縣秀林鄉富世村230
中華郵政股份有限公司花蓮郵局,花蓮縣花蓮市中山路408
臺灣菸酒股份有限公司花蓮展售中心,花蓮縣花蓮市美工路6
台灣電力公司花蓮區營業處,花蓮縣花蓮市中山路238
臺灣銀行花蓮分行,花蓮縣花蓮市公園路3
台灣土地銀行花蓮分行,花蓮縣花蓮市中山路356
東部海岸國家風景區管理處-花蓮遊客中心,花蓮縣壽豐鄉塩寮村大坑5
花東縱谷國家風景區管理處-鯉魚潭遊客中心,花蓮縣壽豐鄉環潭北路100
臺灣糖業公司花東區處,花蓮縣光復鄉大進村大進村116
花東縱谷國家風景區管理處-鶴岡遊客中心,花蓮縣瑞穗鄉興鶴路2168
東部海岸國家風景區管理處-奚卜蘭遊客中心,花蓮縣瑞穗鄉中山路215
花東縱谷國家風景區管理處-羅山管理站暨遊客中心,花蓮縣富里鄉羅山村9東湖39
玉山國家公園南安遊客服務中心,花蓮縣卓溪鄉卓清村83-3
交通部臺灣鐵路管理局和平站,花蓮縣秀林鄉和平村276
交通部民用航空局花蓮航空站,花蓮縣新城鄉嘉里村機場1
交通部臺灣鐵路管理局花蓮站,花蓮縣花蓮市國聯一路100
交通部臺灣鐵路管理局富里站,花蓮縣富里鄉富里村車站街56
太魯閣天祥晶英酒店,花蓮縣秀林鄉天祥18
家樂福量販店花蓮店,花蓮縣新城鄉嘉里村嘉里路15
HOLA特力和樂花蓮店,花蓮縣新城鄉嘉里村嘉里路15B1
地耕味-玩味蕃樂園,花蓮縣新城鄉康樂村加灣17-1
亞士都飯店,花蓮縣花蓮市民權路6-1
翰品酒店,花蓮縣花蓮市永興路2
遠東百貨花蓮店,花蓮縣花蓮市和平路581
B&Q特力屋,花蓮縣花蓮市林森路176
遠雄悅來大飯店,花蓮縣壽豐鄉山嶺18
國立科學工藝博物館,高雄市三民區九如一路720號
高雄市政府社會局兒童福利服務中心,高雄市三民區九如一路775號
高雄市政府婦女館,高雄市三民區九如一路777號
高雄市立圖書館三民分館,高雄市三民區(二)十全一路220號
家樂福鼎山店,高雄市三民區大順二路849號
高雄市三民區第二戶政事務所,高雄市三民區大順二路468號9樓
高雄市殯葬管理處,高雄市三民區本館路600巷20號
高雄國稅局三民分局第二辦公室,高雄市三民區大順一路486號6樓
大樂量販店,高雄市三民區民族一路463號
高雄市政府客家事務委員會,高雄市三民區(二)同盟二路217號
家樂福愛河店,高雄市三民區(二)河東路356號
高雄市三民區第一戶政事務所,高雄市三民區(二)哈爾濱街215號6樓
高雄火車站(東側),高雄市三民區(二)建國二路318號東側
高雄火車站(西側),高雄市三民區(二)建國二路318號西側
高雄市國稅局三民分局第一辦公室,高雄市三民區(二)哈爾濱街215號7樓
高雄市立圖書館大社分館,高雄市大社區自強街11號
高雄市大寮區衛生所,高雄市大寮區進學路129巷2號之1
高雄市立圖書館大寮分館,高雄市大寮區進學路133號
高雄市大寮區公所,高雄市大寮區鳳林三路492號
義大世界購物廣場,高雄市大樹區三和里學城路1段12號
義大遊樂世界,高雄市大樹區三和里學城路1段10號
高雄市小港區衛生所,高雄市小港區小港二路10號
高雄市立小港醫院(委託高雄醫學大學經營),高雄市小港區山明路482號
高雄國際航空站(國內線),高雄市小港區中山四路2號
高雄國際航空站(國外線),高雄市小港區中山四路2號
高雄市立圖書館小港分館,高雄市小港區博學路365號
紅毛港文化園區,高雄市小港區南星路2808號
高雄市立社教館,高雄市小港區學府路115號
高雄市仁武區公所,高雄市仁武區中正路80號
高雄市仁武區戶政所事務所,高雄市仁武區中正路94號4樓
仁武公共托嬰中心暨育兒資源中心,高雄市仁武區中正路94號3樓
高雄市政府社會局六龜綜合社會福利服務中心,高雄市六龜區光復路102號
六龜區衛生所,高雄市六龜區民治路16
高雄榮民總醫院,高雄市左營區大中一路386號
高雄市立圖書館左營分館,高雄市左營區啟文路12號
高雄市左營區公所,高雄市左營區左營大路479號
特力居家,高雄市左營區民族一路948號
國軍高雄總醫院左營分院,高雄市左營區軍校路553號
高雄市立圖書館左營新分館,高雄市左營區博愛三路453號
左營高鐵站,高雄市左營區高鐵路105號
新光三越百貨公司左營店,高雄市左營區高鐵路123號
漢神購物中心股份有限公司,高雄市左營區博愛二路777號
高雄火車站左營新站,高雄市左營區站前北路1號
高雄市左營區衛生所,高雄市左營區進學路4號
新光三越彩虹市集(二館),高雄市左營區高鐵路115號
高雄市永安區公所,高雄市永安區永安里永安路32號
高雄市永安區衛生所,高雄市永安區永安路26號
高雄市立圖書館永安分館,高雄市永安區永華里永華路49號
中油公司-永安液化天然氣廠,高雄市永安區新港里新興路1之20號
台電公司-興達發電廠,高雄市永安區鹽田里興達路6號
高雄市田寮區衛生所,高雄市田寮區南安里崗北路32號
高雄市田寮區公所,高雄市田寮區南安里崗安路71號
甲仙化石館,高雄市甲仙區和安里四德巷10之10號
高雄市杉林區衛生所,高雄市杉林區上平里山仙路93巷2號
國軍高雄總醫院岡山分院,高雄市岡山區大義二路1號
東區稅捐處岡山分處,高雄市岡山區仁壽路53號
高雄市國稅局岡山稽徵所,高雄市岡山區介壽路100號
高雄市身心障礙福利服務中心,高雄市岡山區公園東路131號
高雄市立圖書館岡山分館,高雄市岡山區公園路2-1號
高雄市岡山區衛生所,高雄市岡山區公園路50號
高雄市政府文化局岡山文化中心,高雄市岡山區岡山南路42號
高雄火車站岡山站,高雄市岡山區岡燕路111號
高雄市立岡山醫院(委託秀傳醫療社團法人經營),高雄市岡山區壽天路12號
高雄市阿蓮區衛生所,高雄市阿蓮區民生路94-1號1樓
阿蓮區阿蓮里老人活動中心暨多功能文化學習中心,高雄市阿蓮區成功街66號3樓
高雄市立大同醫院（委託財團法人私立高雄醫學大學附設中和紀念醫院經營）,高雄市前金區中華三路68號
高雄市立中醫醫院,高雄市前金區中華三路68號
大立百貨公司,高雄市前金區五福三路59號
大立百貨公司精品館,高雄市前金區五福三路57號
漢神百貨公司,高雄市前金區成功一路266之1號
行政院南部聯合服務中心,高雄市前金區成功一路436號
高雄地檢署,高雄市前金區河東路188號
高雄地方法院,高雄市前金區河東路188號
文學館,高雄市前金區民生二路39號
李科永紀念圖書館,高雄市前金區民生二路37號
新光三越百貨公司高雄三多分公司-新光三越三多店,高雄市前鎮區三多三路213號
太平洋崇光百貨(股)公司-高雄分公司-太平洋SOGO店,高雄市前鎮區三多三路217號
經濟部加工出口區管理處高雄分處,高雄市前鎮區中一路2號
台灣家樂福股份有限公司成功分公司-家樂福成功店,高雄市前鎮區中華五路1111號
台灣家樂福股份有限公司成功分公司-家樂福成功店,高雄市前鎮區中華五路1111號
宜家家居股份有限公司高雄分公司-IKEA宜家家居中華店,高雄市前鎮區中華五路1201號
好市多股份有限公司-好市多中華店,高雄市前鎮區中華五路656號
統正開發股份有限公司-夢時代購物中心,高雄市前鎮區中華五路789號
時代百貨公司,高雄市前鎮區中華五路789號
前鎮草衙托育資源中心(幸福．童愛館),高雄市前鎮區同安路120號
高雄市立圖書館前鎮分館,高雄市前鎮區保泰路303號
高雄市國稅局前鎮稽徵所,高雄市前鎮區英德街151號
台灣銀行高雄加工出口區分行,高雄市前鎮區中一路1號(高雄加工出口區)
高雄市政府社會局青少年福利服務中心前鎮分館,高雄市前鎮區康定路115號
高雄市前鎮區衛生所,高雄市前鎮區康定路149號
高雄市前鎮區公所,高雄市前鎮區康定路151號
勞動部勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號
高雄市政府海洋局,高雄市前鎮區漁港中一路2號
高雄市政府社會局無障礙之家,高雄市前鎮區翠亨北路392號
台灣銀行前鎮分行,高雄市前鎮區擴建路1之3號
高雄市政府勞工局,高雄市前鎮區鎮中路6號
高雄市立圖書館總館,高雄市前鎮區新光路61號
大魯閣開發股份有限公司高雄分公司(大魯閣草衙道購物中心),高雄市前鎮區中山四路100號
大魯閣開發股份有限公司高雄分公司(大魯閣草衙道購物中心),高雄市前鎮區中山四路100號
財團法人吉祥臻社會福利事業基金會,高雄市前鎮區瑞平里保泰路303號
台灣家樂福股份有限公司成功分公司-家樂福光華店,高雄市前鎮區興東里光華二路157號
